Topic,Count,Name,Representation,Representative_Docs
-1,240,-1_jl_topper_bent_ja,"['jl', 'topper', 'bent', 'ja', 'braakgevoel', 'vriendekijke', 'beangstigend', '09', 'doen', '1x']","['Afgelopen donderdag heb ik de tijdens de remicade de derde keer bloed laten prikken vanwege de purinethol spiegel.', 'Ik heb van de huisarts betablokkers gekregen.', 'Ik dacht zelf dat er al iets gepland was of dat ik daar contact voor moest opnemen.']"
0,2231,0_pijn_toilet_buikpijn_gevoel,"['pijn', 'toilet', 'buikpijn', 'gevoel', 'buik', 'last', 'veel', 'wc', 'diarree', 'krampen']","['Wel moet ik de afgelopen weken vaker naar het toilet, soms 2-4x per dag.', 'Ik ga weer iets minder naar het toilet.', 'Meestal maar 1x per dag naar toilet.']"
1,828,1_kunt_zouden_kunnen_sturen,"['kunt', 'zouden', 'kunnen', 'sturen', 'mij', 'doorgeven', 'jullie', 'willen', 'wilt', 'recept']","['Wilt u een recept naar de apotheek in  sturen ?', 'Kunt u een recept naar de apotheek sturen?', 'Zouden jullie een nieuw recept naar mijn apotheek in  willen sturen?']"
2,834,2_recept_nieuw_herhaalrecept_nethol,"['recept', 'nieuw', 'herhaalrecept', 'nethol', 'aanvragen', 'herhaal', 'puri', 'apotheek', 'pentasa', 'graag']","['Ik wil graag weer een nieuw recept puri-nethol aanvragen.', 'Mijn purinethol is weer bijna op, dus ik wil graag een nieuw recept aanvragen.', 'En graag een nieuw recept voor de purinetrol .mvr']"
3,603,3_ziekenhuis_in_apotheek_naar,"['ziekenhuis', 'in', 'apotheek', 'naar', 'het', 'bij', 'gestuurd', 'komen', 'prikken', 'ophalen']","['8 januari moet ik weer naar het [ZIEKENHUIS].', 'Nee in het [ZIEKENHUIS] ongeveer 10 december,', 'Heeft [ZIEKENHUIS] nog een locatie?']"
4,395,4_snelle_dank_reactie_bedankt,"['snelle', 'dank', 'reactie', 'bedankt', 'antwoord', 'je', 'voor', 'uw', 'dankjewel', 'hulp']","['Heel erg bedankt voor je snelle reactie!', 'Hsallo ,  Bedankt voor uw snelle reactie.', 'bedankt voor de snelle reactie,']"
5,370,5_rekening_infusie_overleg_schrijven,"['rekening', 'infusie', 'overleg', 'schrijven', 'houden', 'vraag', 'mee', 'nadelen', 'zuiderland', 'huisarts']","['Daarom overleg ik graag vandaag nog (d.w.z.', 'Ter info voor het overleg v.w.b.', 'Ik heb vandaag terugkoppeling ontvangen van bevolkingsonderzoek en wordt opgeroepen voor een intake n.a.v.']"
6,591,6_last_veel_sinds_buikpijn,"['last', 'veel', 'sinds', 'buikpijn', 'van', 'buik', 'darmen', 'heb', 'gewrichten', 'laatste']","['Heb al een twee weken weer last.', 'Terwijl ik zondag weer meer last had.', 'Ik heb erg last van hooikoortsklachten.']"
7,377,7_ingeleverd_ontlasting_geprikt_bloed,"['ingeleverd', 'ontlasting', 'geprikt', 'bloed', 'prikken', 'laten', 'afgegeven', 'geleden', 'vorige', 'heb']","['Op  heb ik bloed laten prikken en ontlasting ingeleverd.', 'Afgelopen vrijdag heb ik bloed laten prikken en ontlasting ingeleverd.', 'ik heb in augustus in  bloed laten prikken en ontlasting ingeleverd.']"
8,318,8_apotheek_kijken_waarden_of,"['apotheek', 'kijken', 'waarden', 'of', 'recept', 'te', 'om', 'weet', 'niet', 'chronisch']","['Om dit te voorkomen heb ja vaker een antibiotica voorgeschreven (ben de naam vergeten) Wil je aub dit recept als het kan zo snel mogelijk naar Apotheek  sturen  DankBen bang dat er ontsteking', 'Omdat ze niet op chronisch staan heb ik dus een recept nodig van jullie om ze bij de apotheek te bestellen.', 'Omdat  ze niet op chronisch staan heb ik dus een recept nodig van jullie om ze bij de apotheek te bestellen.']"
9,353,9_cal_quanton_test_zelftest,"['cal', 'quanton', 'test', 'zelftest', 'gedaan', 'calprotectine', 'nieuwe', 'orde', 'doen', 'zojuist']","['ik wil doorgeven dat ik de Quanton Cal test zojuist gedaan heb.', 'Ik moet de QuantOn Cal test doen, maar het is me niet duidelijk hoe?', 'Heer , Ik heb even voor u nagezocht of uw telefoon in combinatie met de QuantOn Cal test gebruikt kan worden.']"
10,720,10_afspraak_staan_telefonische_belafspraak,"['afspraak', 'staan', 'telefonische', 'belafspraak', 'gepland', 'poli', 'maandag', 'een', 'maken', 'dokter']","['Op 9/4 heb ik een afspraak staan met .', 'De 9e heb ik een poli-afspraak staan.', 'Afgelopen donderdag 5 maart had ik een telefonische afspraak staan.']"
11,351,11_gebeld_contact_gesproken_afspraken,"['gebeld', 'contact', 'gesproken', 'afspraken', 'zojuist', 'gehad', 'dokter', 'anesthesist', 'gemist', 'zag']","['Ik heb inmiddels gebeld met .', 'Ben net al gebeld.', 'Ook afgelopen maandag ben ik niet gebeld.']"
12,367,12_uitslag_bekend_binnen_al,"['uitslag', 'bekend', 'binnen', 'al', 'ontlasting', 'calprotectine', 'uitslagen', 'van', 'spiegel', 'bloed']","['is de uitslag van de ontlasting al bekend?', 'en ,  Is de uitslag van de ontlasting al bekend?', 'en , Is er al iets bekend over de uitslag van ontlasting?']"
13,298,13_coloscopie_colonscopie_gemaakt_afspraak,"['coloscopie', 'colonscopie', 'gemaakt', 'afspraak', 'endoscopie', 'gepland', 'colonoscopie', 'inplannen', 'afzeggen', 'afdeling']","['Op 9 juni had ik een coloscopie.', 'Ik heb 7 mei een coloscopie gehad.', '/,  ik heb afgelopen donderdag een coloscopie gehad.']"
14,323,14_ziekte_ulcerosa_crohn_colitis,"['ziekte', 'ulcerosa', 'crohn', 'colitis', 'ustekinumab', 'gebruik', 'van', 'medicatie', 'vedolizumab', 'verleden']","['Ik ben eind april terug opbouwend gaan werken na opstoot van colitis ulcerosa.', 'In ""mijn ibd coach"" staat aangegeven dat ik de ziekte van Crohn heb maar mij is altijd verteld dat ik colitis ulcerosa heb.', 'Ik ben eind april terug opbouwend gaan werken na opstoot van colitis ulcerosa.']"
15,321,15_klachten_erger_beter_voel,"['klachten', 'erger', 'beter', 'voel', 'geworden', 'verminderd', 'verergerd', 'minder', 'verbeterd', 'hetzelfde']","['Klachten nemen echter niet af.', 'Maar de klachten zijn nog steeds.', 'Toch heb ik nog steeds klachten.']"
16,268,16_denk_ging_invullen_waardoor,"['denk', 'ging', 'invullen', 'waardoor', 'ligt', 'goed', 'coach', 'niet', 'ze', 'dat']","['De vorige keer kreeg ik ze namelijk niet mee omdat ik nog een doos had die ik niet had gezien.', 'Vorige keer kreeg ik die via de ibd coach  Alvast bedankt  narinx', 'Het is met betrekking tot mijn werk ze laten mij 3 van de 5 dagen late avond diensten draaien waardoor ik erg vermoeiend en ziek thuis kom, ik ben dan om 23:00 thuis ik heb aangegeven dat ik mijn beschikbaarheid wilde veranderen maar het begrip vanuit mijn werkgever is niet aanwezig en ze willen mij naar de arbo arts sturen.']"
17,320,17_hiervoor_via_telefonisch_consult,"['hiervoor', 'via', 'telefonisch', 'consult', 'bellen', 'poli', 'mogelijk', 'huisarts', 'regelen', 'post']","['Kan dat via jullie of moet ik dan de poli bellen?', 'Moet ik dan nu de poli weer bellen?', 'Of moet ik hiervoor de poli bellen?']"
18,376,18_contact_opnemen_bespreken_neem,"['contact', 'opnemen', 'bespreken', 'neem', 'met', 'zodra', 'zal', 'jullie', 'even', 'verschijnen']","['Ik zou na een week contact met jullie opnemen, over de uitslag van het bloed.', 'Daarna zal ik contact opnemen voor de uitslag.', 'Ik zou deze week even contact opnemen met jou.']"
19,241,19_leveren_afbouwen_inleveren_bloedprikken,"['leveren', 'afbouwen', 'inleveren', 'bloedprikken', 'prikken', 'spuiten', 'moet', 'ontlasting', 'bedoeling', 'afwachten']","['Ontlasting inleveren?', 'Moet ik nu weer laten prikken en of ontlasting inleveren?', 'Moet ik dan nu deze week bloed prikken en ontlasting inleveren?']"
20,250,20_stress_kg_gewicht_kilo,"['stress', 'kg', 'gewicht', 'kilo', 'moment', 'weeg', 'woog', 'werk', 'ervaar', 'voedingsmiddelen']","['Ik schrok want weeg nog maar 78 kilo.', 'Sinds juli weeg ik 4,5 kilo meer.', 'Inmiddels weken verder weeg ik nog steeds tussen de 49,5 en 50,5 kilo.']"
21,289,21_benieuwd_uitslag_weten_uitslagen,"['benieuwd', 'uitslag', 'weten', 'uitslagen', 'binnen', 'informeren', 'graag', 'willen', 'inzien', 'geweten']","['Ik zou graag willen weten wat de uitslag van mijn ontlasting onderzoek is', 'Ik zou graag willen weten of de uitslag van de ontlasting binnen is?', 'Ik zou graag willen weten of de uitslag van de ontlasting al bekend is.']"
22,204,22_afgesproken_zoals_we_hadden,"['afgesproken', 'zoals', 'we', 'hadden', 'dokter', 'zou', 'laten', 'met', 'weten', 'jaar']","['Mijn vraag is: wat hadden we afgesproken te doen na dit infuus?', 'Wil jij het zoals afgesproken daar naar toe sturen?', 'Ik heb dit met  afgesproken.']"
23,291,23_inleveren_prikken_ontlasting_bloed,"['inleveren', 'prikken', 'ontlasting', 'bloed', 'brengen', 'bloedprikken', 'lever', 'laten', 'leveren', 'ervoor']","['Ik ga morgen mijn bloed laten prikken en de ontlasting inleveren.', 'Ik zal deze week bloed laten prikken en ontlasting inleveren.', 'Half april zou ik bloed moeten laten prikken en ontlasting inleveren.']"
24,315,24_mogelijk_krijgen_nieuwe_gebruiken,"['mogelijk', 'krijgen', 'nieuwe', 'gebruiken', 'kan', 'aangepast', 'om', 'deze', 'krijg', 'belafspraak']","['Kan ik bij jullie een nieuwe krijgen?', 'Kan de evaluatie lijst niet invullen.', 'Kan de evaluatie lijst niet invullen.']"
25,261,25_graag_mogelijkheden_toestemming_hoor,"['graag', 'mogelijkheden', 'toestemming', 'hoor', 'willen', 'geef', 'wil', 'verneem', 'zou', 'weten']","['Ik hoor graag de uitslag.', 'Ik hoor graag van jullie wat te doen.', 'Ik hoor graag van jullie wat te doen.']"
26,381,26_formulier_formulieren_potje_lab,"['formulier', 'formulieren', 'potje', 'lab', 'buisje', 'liggen', 'thuis', 'ontvangen', 'geen', 'prikken']","['Ik heb  formulieren en een potje.', 'Verder heb ik geen formulieren of potje.', 'Ja ik heb alle formulieren en potje.']"
27,404,27_slijm_bloed_zit_ontlasting,"['slijm', 'bloed', 'zit', 'ontlasting', 'zat', 'helder', 'bij', 'er', 'soms', 'veel']","['Er zit nog steeds bloed en slijm bij de ontlasting.', 'En zit er meer bloed en slijm bij de ontlasting.', 'Er zit bloed en slijm bij de ontlasting.']"
28,340,28_infuus_infliximab_bloedprikken_gehad,"['infuus', 'infliximab', 'bloedprikken', 'gehad', 'entyvio', 'vedolizumab', 'april', 'vandaag', 'week', 'volgende']","['ik moet eigenlijk vandaag bloedprikken voor mijn afspraak op 6 april.', 'ik moet eigenlijk vandaag bloedprikken voor mijn afspraak op 6 april.', 'ik moet eigenlijk vandaag bloedprikken voor mijn afspraak op 6 april.']"
29,364,29_prikken_laten_bloed_gaan,"['prikken', 'laten', 'bloed', 'gaan', 'vorige', 'spiegel', 'gisteren', 'afgelopen', 'geleden', 'week']","['Zij heeft bloed laten prikken.', 'Afgelopen maandag heb ik bloed laten prikken.', 'Ik heb afgelopen maandag bloed laten prikken.']"
30,202,30_klysmas_denk_school_beetje,"['klysmas', 'denk', 'school', 'beetje', 'maanden', 'temperatuur', 'bang', 'tijd', '37', 'rest']","['Ik heb genoeg voor nog over een week..   Ik ben door gegaan met elke dag klysmas .. Helaas er is nog steeds een beetje bloed elke dag .. maar voor de rest geen klachten.', 'helaas nog geen verbetering .. het is iets erger geworden.. nu alleen bloed .. ik heb elke dag 4mg Pentasa zo als we hadden afgesproken..  miss is er iets anders te kunnen gebruiken .. wat ik toen heb gehad .. ik wil niet dat het nog erge word.. voor de rest ik voel mij prima.. Wel positief op Corona getest maar ik ben al weer uit de isolatie ik Ben gelukkig niet ziek geworden.', 'helaas de bloed is ietsjes meer geworden .. de pijn wat ik toen heb gehad in mijn(tailbone) is terug.. die is een tijd weg gegaan .. krampen in my rug in de nacht .. ik voel mij meer moe de afgelopen dagen .. Ik hoor het graag wat ik moest doen.. vrijdag gaan wij op vakantie']"
31,232,31_vakantie_vertrek_ga_verhuisd,"['vakantie', 'vertrek', 'ga', 'verhuisd', 'geweest', 'juli', 'ben', 'naar', 'mevrouw', 'stage']","['Komende woensdag 6-6 vertrek ik op vakantie voor 14 dagen.', 'En maandag vertrek ik op vakantie.', 'Ik vertrek donderdag op vakantie .']"
32,162,32_vermoeidheid_liter_opgelopen_seh,"['vermoeidheid', 'liter', 'opgelopen', 'seh', 'last', 'geweest', 'duizeligheid', 'drink', 'avonden', 'voedselvergiftiging']","['ik heb momenteel veel last van zeurende buikpijn in de onderbuik en duidelijk meer vermoeidheid,vorig weekend koortd gehad en veel geslapen en gehangen,heb deze week ook mn urine laten testen op blaasontsteking,daar kwam geen duidelijke ontsteking uit,staat op kweek tot dinsdag.Ben het roken aan het afbouwen!', ""Omdat het onderzoek over 3 weken plaatsvindt en ik momenteel behoorlijke klachten ervaar (slijmerige en bloederige ontlasting, sterke aandrang meerdere malen per dag, buikpijn (ook 's nachts) en vermoeidheid wil ik graag weten of het verstandig is om de medicatie in de tussentijd al op te starten en zo ja, of ik een recept kan krijgen."", 'Wel heb ik het idee dat de bijwerkingen van de budenofalk sterker worden, vermoeidheid neemt toe, wazig zicht waardoor ik weer hoofdpijn krijg (continue het idee hebben dat mijn ogen scherp moeten stellen, heb ik al een tijdje...) droge mond, wondjes die slecht genezen.']"
33,241,33_gebeld_niemand_bellen_helaas,"['gebeld', 'niemand', 'bellen', 'helaas', 'telefoon', 'terug', 'gisteren', 'sorry', 'anoniem', 'pakken']","['Ik heb twee keer met de receptie gebeld bij IBD omdat ik een telefonische afspraak had met  maar zij heeft me nog steeds niet gebeld.', 'Ik heb al twee keer gebeld.. kreeg niemand aan de lijn erna heb ik naar de receptie gebeld, hun kregen ook niemand aan de lijn.', 'Ik zat echter in college en kon deze niet tijdig opnemen, na terug te hebben gebeld kreeg ik helaas geen gehoor.']"
34,152,34_begrepen_verkeerd_afspraken_hoef,"['begrepen', 'verkeerd', 'afspraken', 'hoef', 'ze', 'gegevens', 'wilde', 'besproken', 'telefoon', 'ingebeurt']","['Ik moet morgenmiddag in het ziekenhuis zijn bij diëtiste kunnen jullie formulier doormailen dan kan ik morgen direct gaan bloedprikken hoef ik niet nog eens extra naar  te rijden', 'Aangezien het morgen 1,5 week geleden is dat ik mijn laatste injectie heb gezet wilde ik informeren of het mogelijk is om morgen te starten met de nieuwe interval van wekelijks.', 'heb zojuist nogmaals gebeld met de poli, kwam ik op de brugpoli terecht die gekoppeld zit aan dokter Castelli wat volgens mij de arts is die dokter  aan mij voorstelde.']"
35,156,35_hoor_graag_interesse_het,"['hoor', 'graag', 'interesse', 'het', 'voorbaat', 'ik', 'bovenstaande', 'gehandeld', '10de', 'theorie']","['Ik hoor het graag.', 'Ik hoor het graag.', 'Ik hoor het graag.']"
36,139,36_gelegenheid_paniek_bereik_gebeld,"['gelegenheid', 'paniek', 'bereik', 'gebeld', 'bellen', 'morgen', 'werk', 'annuleren', 'vandaag', 'betaalde']","['Kunnen jullie een nieuw recept faxen naar apotheek  ik heb de afspraak die voor morgen stond verzet aangezien ik het niet ging redden in combinatie met mijn werk.', 'Om mijn dementerende vrouw niet in paniek te laten raken heb ik niet gemeten omdat ik toch niet wilde bellen.', 'Om mijn dementerende vrouw niet in paniek te laten raken heb ik niet gemeten omdat ik toch niet wilde bellen.']"
37,157,37_spuit_prik_pennen_antibiotica,"['spuit', 'prik', 'pennen', 'antibiotica', 'letten', 'longfoto', 'fcp', 'spuiten', 'humira', 'mss']","['Ik heb toen contact gehad met de apotheek bij jullie Die zeiden dat het een geld kwestie is en contact moest opnemen met de  en dat heb ik gedaan   zei dat ik de pennen kan krijgen mits dit door de specialist word erkent dat ik beter de pennen kan hebben dan de spuiten de specialist moet dus een verklaring geven waarom ik de pennen moet hebben  Nu weet ik niet welke specialist mij die voorschrijft dokter  of dokter verstaeten en weet dus niet welke weg ik nu moet bewandelen  Hopelijk kunt u mij verder helpen en alvast bedankt', 'Het zetten van de humira spuit vanmorgen is denk ik verkeerd gegaan.', 'Het zetten van de humira spuit vanmorgen is denk ik verkeerd gegaan.']"
38,150,38_zekerheid_aangegeven_afmelden_machtiging,"['zekerheid', 'aangegeven', 'afmelden', 'machtiging', 'dokter', 'wilde', 'niet', 'brief', 'even', 'melden']","['Het bleek dus dat mijn vermoeden juist was en waar de zalf ook voor is , ik voeg foto’s bij van de zalf  Die word gegeven bij lichen planus  Maandag neem ik meteen contact op met de vervangende huisarts !', 'Ik wilde vandaag de calprotectine test doen, maar nu zag ik dat ik app opnieuw moet installeren en daaf vragen ze om de patiënten code te scannen op het informatieformulier, alleen heb ik dat formulier niet.', 'Daarnaast heb ik vandaag een calprotectine test willen doen echter wordt mij opeens de vraag gesteld om een foto te maken van de code van het competentiecentrum en de patientcode.']"
39,130,39_meerwaarde_veranderen_inziens_oppakken,"['meerwaarde', 'veranderen', 'inziens', 'oppakken', 'griekenland', 'hetzelfde', 'lang', 'risicogroep', 'bevind', 'gedaan']","['net een calpro thuistest gedaan en resultaat is mild (net boven de 100), maar nu was ik toch nieuwsgierig naat de uitslagen van bloed en ontlasting zoals recent door ziekenhuis getest.', 'ibd coach,  Ik heb een vraag, Dr  heeft de medicatie stop gezet per  om te kijken hoe het gaat, het volgende infuus zou geweest zijn op  .', 'medewerker  Ik heb zaterdag de ibd coach ingevuld en daarin gevraagd of ik zetpillen pentasa mocht gebruiken voor de vreselijke jeuk en branden Snachts aan mijn anus .']"
40,173,40_loop_ene_begint_toegenomen,"['loop', 'ene', 'begint', 'toegenomen', 'frequentie', 'eten', 'avond', 'dag', 'toiletgang', 'nacht']","['Ja ik voel me wat stijf bij het opstaan en in de loop van de dag gaat het beter.', 'Ja ik voel me wat stijf bij het opstaan en in de loop van de dag gaat het beter.', 'Wordt in de loop van de dag minder.']"
41,194,41_huisarts_geweest_reumatoloog_bij,"['huisarts', 'geweest', 'reumatoloog', 'bij', 'reumatologie', 'afspraak', 'vandaag', 'ben', 'zojuist', 'net']","['Ik heb vandaag een afspraak bij reumatologie gehad.', 'Ik heb pas 11-01 een afspraak bij de reumatologie.', 'vanochtend heb ik een afspraak bij  (Reumatologie) gehad.']"
42,135,42_the_to_it_and,"['the', 'to', 'it', 'and', 'have', 'would', 'my', 'be', 'you', 'for']","['I would need to receive my infusion within the next week/two weeks.', 'Ms. ,  Where can I send the documents?', 'Please et me know when the prescription would be ready.']"
43,146,43_doos_pentaza_zakje_innemen,"['doos', 'pentaza', 'zakje', 'innemen', 'allergische', 'gram', 'zakjes', 'dosering', 'korrels', 'meegegeven']","['Maar er staat ook geschreven dat ik 2x een zakje Picoprep moet innemen maar hier heb ik geen recept voor gekregen.', 'Heeft mijn diabetes type 2 en het gebruik van de Metformine 500 mg, 1x daags invloed op het schoonmaken van mijn darmen voor het onderzoek en narcose en zo ja, moet ik hiervoor dan zelf ook maatregelen treffen of kan ik die Metformine gewoon blijven innemen.', 'In mijn digitale [ZIEKENHUIS] omgeving staat alleen de CRP-waarde (3,2mg/L), maar niet de calprotectine-waarde vermeld.']"
44,122,44_fijne_feestdagen_wens_weekend,"['fijne', 'feestdagen', 'wens', 'weekend', 'gewenst', 'alvast', 'fijn', 'gezond', '2021', 'bedankt']","['Alvast bedankt en fijne feestdagen!', 'Alvast bedankt en fijne feestdagen!', 'Alvast bedankt en fijne Feestdagen.']"
45,156,45_waarde_gemeten_calproteine_afbouwen,"['waarde', 'gemeten', 'calproteine', 'afbouwen', 'calprotectine', 'crp', 'perfect', 'stop', 'oudste', 'hartafdeling']","['2 jaar terug toen wij naar Thailand geweest zijn heb ik hier ook mijn vaccinaties gehaald echter werd na het zetten van de laatste vaccinatie mij verteld dat er iets fout was gegaan en dat de vaccinaties bij mij niet voldoende zouden werken door mijn ziekte en medicatie, ik heb toen op het laatst nog een algemene snel werkende vaccinatie gekregen voor de periode dat ik weg was.', 'Bij 30 mg was mijn waarde 101.', 'De waarde was 5,2.']"
46,109,46_dankjewel_dank_accoord_bedankt,"['dankjewel', 'dank', 'accoord', 'bedankt', 'zal', 'je', 'reactie', 'ga', 'dankuwel', 'super']","['Dankjewel zal ik doen.', 'Dankjewel dat zal ik doen .', 'Dan doe ik dat :) dankjewel.']"
47,134,47_sprake_exzeem_waarvoor_zalf,"['sprake', 'exzeem', 'waarvoor', 'zalf', 'verbeterd', 'schimmel', 'cardiologie', 'humiraprik', 'hoi', 'verbetering']","['Er was sprake van schimmel en exzeem waarvoor ik zalf heb gekregen.Indien het niet verbeterd over 6 weken terug komen.', 'Er was sprake van schimmel en exzeem waarvoor ik zalf heb gekregen.Indien het niet verbeterd over 6 weken terug komen.', 'Er was sprake van schimmel en exzeem waarvoor ik zalf heb gekregen.Indien het niet verbeterd over 6 weken terug komen.']"
48,176,48_app_downloaden_telefoon_via,"['app', 'downloaden', 'telefoon', 'via', 'gedownload', 'foto', 'link', 'samsung', 'quanton', 'cal']","['Het wil maar niet lukken op de app te downloaden.', 'Ik probeerde ook de Quanton Cal app te downloaden, maar de app opende niet omdat het besturingssysteem van mijn telefoon de app niet ondersteunt.', 'Het wil maar niet lukken op de app te downloaden.']"
49,138,49_behandeling_mijnibdcoach_arts_bijsluiter,"['behandeling', 'mijnibdcoach', 'arts', 'bijsluiter', 'staat', 'doorverwijzing', 'belang', 'mdl', 'evt', 'gemaakte']","['Vraagje, kan ik deze intake en het hieruit voortkomend kijk onderzoek v/d dikke darm via jullie regelen.', 'Waarom niet bij mijn mdl arts waar ik onder behandeling sta?', 'Waarom niet bij mijn mdl arts waar ik onder behandeling sta?']"
50,220,50_dun_ontlasting_soms_hard,"['dun', 'ontlasting', 'soms', 'hard', 'vast', 'waterig', 'diarree', 'gevormd', 'blijft', 'breierig']","['Ontlasting verschilt ook van dag tot dag ,dan diarree ,dan wat breierig ,nog veel slijm.', 'Ontlasting verschilt ook van dag tot dag ,dan diarree ,dan wat breierig ,nog veel slijm.', 'Ik zie geen bloed erbij, soms is de ontlasting wat donker maar geen helder bloed.']"
51,125,51_moviprep_humira_bevallen_ustekinimab,"['moviprep', 'humira', 'bevallen', 'ustekinimab', 'uitstellen', 'zetten', 'gebruiken', 'eoa', 'voegt', 'vraag']","['Maar de uiteindelijke afweging voor het zetten vd humira ligt toch bij de ibd?', 'Maar de uiteindelijke afweging voor het zetten vd humira ligt toch bij de ibd?', 'Mijn vraag is eigenlijk: is de verwachting dat wanneer ik wat meer gewend ben mijn darmen wel beter tegen avond en nachtdiensten kunnen of is dit sowieso een gegeven dat crohn patienten beter geen avond en nacht diensten kunnen draaien?']"
52,131,52_trekken_zorgverzekering_uwv_bel,"['trekken', 'zorgverzekering', 'uwv', 'bel', 'hand', 'mdl', 'aanzien', 'aan', 'verzekeraar', 'verzekering']","['Ik weet dat ik normaal gesproken vanzelf iets te horen krijg mocht er iets aan de hand zijn, maar ik wilde voor de zekerheid even dit berichtje sturen.', '- Er is een aanvraag gedaan vanuit de verzekeraar Allianz voor een overlijdensrisico verzekering, hiervoor is informatie opgevraagd bij het ziekenhuis maar hier is geen reactie op gekomen.', 'Ik zou het wel op prijs stellen als alles zoveel mogelijk op eenzelfde dag en achter elkaar kan plaatsvinden (mits dit uiteraard mogelijk is), zodat ik niet tig keer naar het ziekenhuis hoef te komen.']"
53,171,53_verstandig_om_raadzaam_handig,"['verstandig', 'om', 'raadzaam', 'handig', 'te', 'zomaar', 'wachten', 'misschien', 'wellicht', 'slikken']","['Is het ook verstandig om weer bloed te laten prikken?', 'Is het misschien verstandig weer eens bloed te laten prikken?', 'Is het niet verstandig om vooraf bloed te laten prikken?']"
54,210,54_scan_mri_darmonderzoek_afrika,"['scan', 'mri', 'darmonderzoek', 'afrika', 'terug', 'woon', 'zuid', 'gehad', 'ct', 'endoscopie']","['Ik heb deze ochtend een MRI scan.', '/  Ik heb op 8 april a.s een MRI scan.', 'Afgelopen zaterdag heb ik de MRi scan gehad.']"
55,136,55_verzetten_plannen_wellicht_afspraak,"['verzetten', 'plannen', 'wellicht', 'afspraak', 'mogelijk', 'verzet', 'eind', '17', 'later', 'mei']","['Zou t dus mogelijk zijn om een afspraak te plannen voor de eerst volgende spuit op 8 aug?', 'Is het mogelijk een afspraak te plannen voor mijn eigenlijke afspraak op 26 november met ?', 'Is het mogelijk een afspraak te plannen voor mijn eigenlijke afspraak op 26 november met ?']"
56,146,56_huis_opgehaald_ontvangen_genoteerd,"['huis', 'opgehaald', 'ontvangen', 'genoteerd', 'machtiging', 'stappen', 'vermeld', 'verdere', 'ondernomen', 'prikjes']","['Hebben wij al in huis.', 'Vandaag de medicatie bij de apotheek opgehaald.', 'Vandaag de medicatie bij de apotheek opgehaald.']"
57,171,57_bespreken_zoeken_vragenlijsten_vond,"['bespreken', 'zoeken', 'vragenlijsten', 'vond', 'zal', 'contact', 'vinden', 'we', 'bellen', 'afspraak']","['De arts vond dat ik contact moest zoeken met jullie.', 'De arts vond dat ik contact moest zoeken met jullie.', 'De arts vond dat ik contact moest zoeken met jullie.']"
58,107,58_dankjewel_fijn_dank_top,"['dankjewel', 'fijn', 'dank', 'top', 'oke', 'je', 'super', 'merci', 'wel', 'hartstikke']","['Fijn, dankjewel!', 'Heel fijn,dankjewel!', 'Dank je wel zou fijn zijn']"
59,157,59_geregeld_wanneer_verwachten_termijn,"['geregeld', 'wanneer', 'verwachten', 'termijn', 'worden', 'welke', 'alsnog', 'korte', 'plaatsvinden', 'mrcp']","['Zou dit alsnog geregeld kunnen worden?', 'Zou dit geregeld kunnen worden?', 'Binnen wat voor een termijn kan ik verwachten dat deze MRCP gaat plaatsvinden?']"
60,134,60_volgende_vroegst_remicade_bloedprikformulier,"['volgende', 'vroegst', 'remicade', 'bloedprikformulier', 'prikken', 'bloedprikken', 'week', 'voren', 'meenemen', 'injectie']","['IBD Arts  Mag ik mijn Covid vaccinatie 1of 2 dagen  voor of na mijn Humira injectie laten  zetten.', 'IBD arts,  Op 12 juni mag ik mijn eerste Covid vaccinatie laten zetten, maar op die dag moet ik ook mijn Humira injectie zetten.', 'IBD Arts  12 juni is de dag dat ik mijn humira injectie moet zetten maar dan krijg ik ook mijn Covid vaccinatie.']"
61,214,61_darm_ontsteking_dikke_geopereerd,"['darm', 'ontsteking', 'dikke', 'geopereerd', 'verwijderd', 'stoma', 'echo', 'ontstaan', 'zien', 'galblaas']","['Van opvlammingen kan weinig sprake meer zijn omdat tijdens de operatie mijn dikke darm verwijderd is.', 'Ik heb een definitief stoma inmiddels en dikke darm is verwijderd, anus ook.', 'Ze hebben een 50 cm van de dikke darm verwijderd en mij (tijdelijk) een stoma gegeven.']"
62,156,62_psylliumvezels_daags_kuur_voorgeschreven,"['psylliumvezels', 'daags', 'kuur', 'voorgeschreven', 'salofalk', 'gebruik', 'granu', 'stix', 'crp', 'alat']","['Voor de Psylliumvezels  Orange Suikervrij, 90 stuks granulaat, heeft ze Metamucil uitgeschreven en dat terwijl ik altijd de Psylliumvezels krijg omdat ik die Metamucil niet verdraag.', ""En dan nog een vraag omtrent de effectiviteit van de 'medicatie' die ik voorgeschreven krijg: Op dit moment gebruik ik tweemaal daags bovenvermelde psylliumvezels en tweemaal daags magnesiumhydroxide Teva 724 MG. Is het de insteek dat ik met die 'medicatie' elke dag stoelgang heb?"", 'Fosfatase, ALAT, CRP, leucocyten, Hemoglobine, MCV, Trombocyten geprikt worden.']"
